Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
Enhancing womens role in peace and security in Yemen,The overall objective of the action is to promote a more inclusive and sustainable post-conflict stabilisation and peace process in Yemen. The specific objective of the action is to empower women activists and civil society organisations (CSOs) to engage in local peacebuilding processes and initiatives and raise awareness of womens peace and security concerns.,null,EC-FPI-2015/368-395,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,208198.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-03-01,2018-08-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,208198.0,2016-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
"Engaging diverse religious leaders to promote culture of tolerance, reconciliation and peace","The overall objective of this project is to trigger and nurture a process of social change for peace, reconciliation and dialogue between Muslim sectarian and non-Muslim religious communities in Pakistan to build culture of tolerance and coexistence.",null,EC-FPI-2015/369-330,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,202119.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-01-20,2018-07-19,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,202119.0,2016-Jan-28,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;1,Promote gender equality and empower women,MDG;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG"
Marché d'Assistance Technique en Soutien à la Haute Autorité pour la Consolidation de la Paix (HACP) dans son rôle de supervision et de coordination des initiatives nationales et locales en faveur de la stabilité,"fourniture d'assistance technique pour apporter à lEtat, via la HACP en tant que matre douvrage du programme, ses démembrements régionaux, ladministration déconcentrée et les collectivités territoriales de Diffa et dAgadez, les moyens financiers, techniques et humains nécessaires afin de renforcer le caractère dappropriation nationale des questions de consolidation de la paix.",null,EC-FPI-2015/367-850,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,200000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-11-30,2017-05-29,,Security,2,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,200000.0,2015-Dec-01,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Security Governance in Yemen - Conditions and framework for a multi-layered security network,The project will launch a discussion process within the Yemeni administration and civil society about security governance in Yemen.,null,EC-FPI-2011/278-872,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,198627.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-04-01,2014-09-30,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,113532.0,2012-Mar-16,,230015575,EC;D,Disbursement,85095.0,2014-Mar-13,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;3,Develop a global partnership framework,MDG;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
"Empleo, arte y cultura de paz para mujeres jóvenes privadas de libertad.",Esta acción tiene como objetivo mejorar la seguridad y calidad de vida demujeres jóvenes vinculadas con pandillas en procesos de rehabilitación y reinserción.,null,EC-FPI-2014/353-003,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,186160.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-01,2017-07-31,,Social Infrastructure and Services,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"D,Disbursement,186160.0,2014-Dec-29,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"Apoyo a la rehabilitación de mujeres privadas de libertad en los departamentos de San Salvador, La Libertad, Santa Ana y Sonsonate en El Salvador.","Esta acción contribuirá a la armona social en el pas, a conservar y promover la paz, la tranquilidad interior y garantizar el libre ejercicio de los derechos y libertades de las personas, reducir la violencia y la delincuencia, reprimir el crimen y la corrupción, con estricto respeto a los derechos humanos, y procurar la rehabilitación de los privados de libertad'' (visión Ministerio de Justicia y Seguridad).",null,EC-FPI-2013/331-439,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,185378.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-12-18,2016-12-17,,Social Infrastructure and Services,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,105593.0,2014-Jan-30,,230015575,EC;D,Disbursement,79785.0,2015-May-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Project to support violence reduction in El Salvador,"The action will contribute to the strengthening and establishment of a culture of peace in El Salvador, as well as to reducing levels of violence in the country.",null,EC-FPI-2013/317-265,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,180247.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-04-30,2014-10-29,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,180247.0,2013-Jun-04,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Institucionalizando mecanismos de diálogo para prevenir los conflictos en tres distritos de la provincia de Satipo,Contribuir a la gobernabilidad democrática y a una cultura de paz en zonas cocaleras y de alta conflictividad social.,null,EC-FPI-2014/354-177,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,176721.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-02-02,2016-08-01,,Disaster Prevention and Preparedness,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"D,Disbursement,176721.0,2015-Jan-22,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;3,Develop a global partnership framework,MDG;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG"
Mulheres tecendo redes pelo fim da violência,"Objetivo(s) geral(is): 1) contribuir para tecer redes de enfrentamento à violência contra as mulheres no âmbito da sociedade civil e do Estado; 2) potencializar a ao pública e comunitária das mulheres para modificao dos valores que produzem e reproduzem a opresso e a violência contra as mulheres. Objetivo(s) especfico(s): Qualificar a interveno social, poltica e cultural de grupos de mulheres locais e sua ao em rede pelo fim da violência contra as mulheres e a interveno profissional",null,EC-FPI-2013/328-901,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,175705.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-03-01,2017-02-28,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,89200.0,2014-Feb-11,,230015575,EC;D,Disbursement,86505.0,2015-Oct-07,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Empowering Women for Peace: Towards implementation of the National Action Plan on UNSCR 1325 and 1820,"The Action focuses on facilitating efforts of the Government of Nepal (GoN) to implement national commitments to gender equality and womens human rights in order to consolidate peace in Nepal through strengthening of the institutional and operational capacities of local civil society organizations (CSOs), private sector organisations, national government institutions and local authorities for local level implementation of NAP on UNSCRs 1325 and 1820 to promote womens participation in peace, se",null,EC-FPI-2014/355-035,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,173908.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2015-03-01,2018-02-28,,Government and Civil Society,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"D,Disbursement,173908.0,2015-Jan-23,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"Audit et appui-Conseil au ''Projet d' Appui à la Paix et à la Stabilité'',","Lappui du cabinet 2AC au projet est envisagé pour : mener régulièrement le contrôle des mémoires de dépenses, mener les audits de fin de DP, mais également pour apporter des appuis conseils à ce projet en voie de démarrage.",null,EC-FPI-2013/333-778,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,168496.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-12-02,2016-06-01,,Unallocated/Unspecified,2,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,41669.0,2014-Oct-08,,230015575,EC;E,Expenditure,34612.0,2015-Jul-23,,230015575,EC;E,Expenditure,35035.0,2015-Jan-23,,230015575,EC;E,Expenditure,15056.0,2016-Mar-15,,230015575,EC;E,Expenditure,42124.0,2014-Mar-21,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Women Building Peace:Promoting the role of Afghan women in peace - security processes and in the prevention of gender-based violence ,"The objective of the action is to contribute to building sustainable peace and gender sensitive conflict resolution mechanisms, in line with UNSCR 1325 and with the Afghanistan National Action Plan on UNSCR 1325  Women, Peace and Security, launched by the Afghan Ministry of Foreign Affairs on June 30th, 2015. The proposed action will work to promote the strategic priorities outlined in the NAP, namely participation of women in conflict resolution and mitigation mechanisms, prevention of violen",null,EC-FPI-2015/369-097,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,158788.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2016-01-01,2018-12-31,,Security,2,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,158788.0,2016-Jan-19,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Assistance technique aux processus de démobilisation et réinsertion dans le Nord-Est de la RCA,null,null,EC-FPI-2012/306-443,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,156867.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2012-11-15,2014-03-14,,Security,2,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,156867.0,2015-May-29,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
